2 840 Fri Mar 03 21:32:00 2006

sim/aircraft/acf_struct	int[10]	y	Pointers	Pointers to the individual aircraft structures.
sim/graphics/misc/cockpit_light_level_b	float	n	ratio	The red level for the cockpit 'night' tinting, from 0 to 1
sim/graphics/misc/use_proportional_fonts	int	y	boolean	Set this to 1 to enable proportional fonts when available.
sim/graphics/misc/scrolling_panel_size	int	n	pixels	Max scroll range of scrolling panel, or 0 if it doesn't scroll
sim/graphics/misc/default_scroll_pos	float	n	pixels	Default position for a scrolling plane panel
sim/graphics/misc/current_scroll_pos	float	y	pixels	Current position of that panel
sim/graphics/misc/current_scroll_mode	int	y	enum	Scrolling: 0 = center, 1 = up, 2 = down, -1 = you control
sim/graphics/scenery/current_planet	int	n	enum	What planet are we on?  (Earth = 0, mars = 1)
sim/graphics/scenery/percent_lights_on	float	n	percent	what percentage of city lites are on as night hits
sim/graphics/scenery/sun_declination	float	n	???	sun declination (due to latitude)
sim/graphics/scenery/moon_declination	float	n	???	moon declination (due to latitude)
sim/graphics/scenery/sun_azimuth	float	n	???	sun azimuth (due to planet rotation)
sim/graphics/scenery/moon_azimuth	float	n	???	moon azimuth (due to planet rotation)
sim/graphics/scenery/earth_lat_loaded	int	n	degrees	How many degrees of scenery are mapped in (latitude) on earth
sim/graphics/scenery/earth_lon_loaded	int	n	degrees	How many degrees of scenery are mapped in (longitude) on earth
sim/graphics/scenery/mars_lat_loaded	int	n	degrees	How many degrees of scenery are mapped in (latitude) on mars
sim/graphics/scenery/mars_lon_loaded	int	n	degrees	How many degrees of scenery are mapped in (longitude) on mars
sim/graphics/scenery/airport_light_level	float	y	ratio	Level of airport light illumination, 0 = off, 1 = max brightness
sim/graphics/settings/rendering_res	int	n	int	Texture Rendering Level
sim/graphics/settings/autogen_level	int	y	0-6	Density level for autogen scenery
sim/graphics/settings/autogen_distance	int	y	nm	Autogen distance (how far from plane to not draw)
sim/graphics/settings/draw_aircrafts	int	y	boolean	draw aircraft?
sim/graphics/settings/draw_obstacles	int	y	boolean	draw obstacles/objects?
sim/graphics/settings/draw_obstacles	int	y	boolean	draw obstacles/objects?
sim/graphics/settings/draw_textured_lites	int	y	boolean	draw textured lites?
sim/graphics/settings/dim_gload	int	y	boolean	dim under high g-load?
sim/graphics/settings/draw_taxilines	int	y	boolean	draw taxi lines?
sim/graphics/settings/draw_forestfires	int	y	boolean	draw forest fires?
sim/graphics/settings/draw_oilrigs	int	y	boolean	draw oil rigs?
sim/graphics/settings/draw_ships	int	y	boolean	draw ships?
sim/graphics/settings/draw_vectors	int	y	boolean	draw vectors (roads, trains, trails, powerlines)?
sim/graphics/settings/draw_cars	int	y	boolean	draw cars on roads
sim/graphics/settings/transparent_panel	int	y	boolean	Is the panel transparent?
sim/graphics/settings/draw_planes_on_ground	int	y	boolean	draw extra planes on the ground at airports?
sim/graphics/view/view_type	int	n	enum	The current camera view
sim/graphics/view/view_is_external	int	n	boolean	Is the view in the cockpit or outside?  Affects sound!
sim/graphics/view/view_x	float	n	OGLcoords	The location of the camera, X coordinate (OpenGL)
sim/graphics/view/view_y	float	n	OGLcoords	The location of the camera, Y coordinate (OpenGL)
sim/graphics/view/view_z	float	n	OGLcoords	The location of the camera, Z coordinate (OpenGL)
sim/graphics/view/view_elevation_m_msl	float	n	metersMSL	The elevation of the camera
sim/graphics/view/view_elevation_agl	float	n	???	The elevation of the camera
sim/graphics/view/view_pitch	float	n	degrees	The camera's pitch
sim/graphics/view/view_roll	float	n	degrees	The camera's roll
sim/graphics/view/view_heading	float	n	degrees	the camera's heading, CW frmo true north
sim/graphics/view/cockpit_pitch	float	n	degrees	The cockpit's pitch
sim/graphics/view/cockpit_roll	float	n	degrees	The cockpit's heading (the dataref name is wrong)
sim/graphics/view/cockpit_heading	float	n	degrees	the cockpit's roll (the dataref is name wrong), CW frmo true north
sim/graphics/view/view_zoom	float	n	???	Camera Zoom - Use Camera control APIs!
sim/graphics/view/field_of_view_deg	float	y	degrees	field of view (angle)
sim/graphics/view/field_of_view_vertical_deg	float	y	degrees	vertical field of view
sim/graphics/view/field_of_view_horizontal_deg	float	y	degrees	horizontal field of view
sim/graphics/view/field_of_view_vertical_ratio	float	y	degrees	vertical field of view (ratio)
sim/graphics/view/field_of_view_horizontal_ratio	float	y	degrees	horizontal field of view (ratio)
sim/graphics/view/field_of_view_roll_deg	float	y	degrees	Additional roll applied to the view
sim/graphics/view/elumens_ref_psi	float	y	degrees	Pitch, heading and roll for projection onto an Elumens screen
sim/graphics/view/elumens_ref_the	float	y	degrees	Pitch, heading and roll for projection onto an Elumens screen
sim/graphics/view/elumens_ref_phi	float	y	degrees	Pitch, heading and roll for projection onto an Elumens screen
sim/graphics/view/number_elumens_projections	int	y	count	How many separate patches are we doing for the Elumens screen
sim/graphics/view/elumens_tex_width	int	y	pixels	Size of texture Elumens screen gets
sim/graphics/view/elumens_tex_height	int	y	pixels	Size of texture Elumens screen gets
sim/graphics/view/window_width	int	y	pixels	Size of rendering window
sim/graphics/view/window_height	int	y	pixels	Size of rendering window
sim/graphics/view/visibility_effective_m	float	n	meters >= 0	The effective visibility after framerate-protecting visibility reductions.
sim/graphics/view/visibility_terrain_m	float	n	meters >= 0	The range of ground visibility.Ê When above the clouds, only some of the ground terrain is actually drawn.
sim/graphics/view/visibility_framerate_ratio	float	y	[0.0 - 1.0]	The ratio of the reported visibility to actually show for frame-rate protection. 1.0 means the user ses the reported visibility.
sim/graphics/view/visibility_math_level	int	y	???	No idea what this is
sim/graphics/view/visibility_scale	float	y	???	No idea what this is
sim/graphics/view/panel_total_pnl_l	float	n	pixels	to be documented
sim/graphics/view/panel_total_pnl_b	float	n	pixels	to be documented
sim/graphics/view/panel_total_pnl_r	float	n	pixels	to be documented
sim/graphics/view/panel_total_pnl_t	float	n	pixels	to be documented
sim/graphics/view/panel_visible_pnl_l	float	n	pixels	to be documented
sim/graphics/view/panel_visible_pnl_b	float	n	pixels	to be documented
sim/graphics/view/panel_visible_pnl_r	float	n	pixels	to be documented
sim/graphics/view/panel_visible_pnl_t	float	n	pixels	to be documented
sim/graphics/view/panel_total_win_l	float	n	pixels	to be documented
sim/graphics/view/panel_total_win_b	float	n	pixels	to be documented
sim/graphics/view/panel_total_win_r	float	n	pixels	to be documented
sim/graphics/view/panel_total_win_t	float	n	pixels	to be documented
sim/graphics/view/panel_visible_win_l	float	n	pixels	to be documented
sim/graphics/view/panel_visible_win_b	float	n	pixels	to be documented
sim/graphics/view/panel_visible_win_r	float	n	pixels	to be documented
sim/graphics/view/panel_visible_win_t	float	n	pixels	to be documented
sim/joystick/has_joystick	int	n	boolean	Do we have a joystick?
sim/joystick/mouse_is_joystick	int	n	boolean	Is the mouse acting as a joystick?
sim/joystick/yolk_pitch_ratio	float	y	[-1..1]	The deflection of the joystick axis controlling pitch.  Use override_joystick
sim/joystick/yolk_roll_ratio	float	y	[-1..1]	The deflection of the joystick axis controlling roll
sim/joystick/yolk_heading_ratio	float	y	[-1..1]	The deflection of the joystick axis controlling yaw.
sim/joystick/artstab_pitch_ratio	float	y	[-1..1]	The artificial stability input modifications for pitch
sim/joystick/artstab_roll_ratio	float	y	[-1..1]	The artificial stability input modifications for roll
sim/joystick/artstab_heading_ratio	float	y	[-1..1]	The artificial stability input modifications for yaw
sim/joystick/FC_hdng	float	y	fc	Flight Control Heading (sum of yolk plus artificial stability)
sim/joystick/FC_ptch	float	y	fc	Flight Control Pitch (sum of yolk plus artificial stability)
sim/joystick/FC_roll	float	y	fc	Flight Control Roll (sum of yolk plus artificial stability)
sim/joystick/joystick_pitch_nullzone	float	y	ratio	The nullzone size for the pitch axis
sim/joystick/joystick_roll_nullzone	float	y	ratio	The nullzone size for the roll axis
sim/joystick/joystick_heading_nullzone	float	y	ratio	The nullzone size for the heading axis
sim/joystick/joystick_pitch_sensitivity	float	y	ratio	The sensitivity for the pitch axis
sim/joystick/joystick_roll_sensitivity	float	y	ratio	The sensitivity for the roll axis
sim/joystick/joystick_heading_sensitivity	float	y	ratio	The sensitivity for the heading axis
sim/joystick/joystick_axis_assignments	int[15]	y	enums	Assignments for the joystick axes - what does X-Plane think each one is?
sim/joystick/joystick_button_assignments	int[64]	y	enums	Assignments for the joystick buttons - what does each one do?
sim/joystick/joystick_axis_reverse	int[15]	y	boolean	Reverse this axis?
sim/joystick/joystick_axis_values	float[15]	n	ratio	The deflection of this joystick
sim/joystick/joystick_axis_minimum	float[15]	y	ratio	Min raw value ever seen
sim/joystick/joystick_axis_maximum	float[15]	y	ratio	Max raw value ever seen
sim/joystick/joystick_button_values	int[64]	n	boolean	Is this button pressed?
sim/joystick/eq_ped_nobrk	int	n	???	Pedal nobrk
sim/joystick/eq_ped_wibrk	int	n	???	Pedal wlbrk
sim/joystick/eq_cirrusII_fun	int	n	???	PFC fun
sim/joystick/eq_cirrusII_app	int	n	???	PFC cert
sim/joystick/eq_pfc_pedals	int	n	???	PFC pedal
sim/joystick/eq_pfc_cirrus2	int	n	???	PFC cirrs
sim/joystick/eq_pfc_yoke	int	n	???	PFC yoke
sim/joystick/eq_pfc_throt	int	n	???	PFC throt
sim/joystick/eq_pfc_avio	int	n	???	PFC avio
sim/joystick/eq_pfc_centercon	int	n	???	PFC centercon
sim/joystick/eq_pfc_elec_trim	int	n	???	PFC elect trim
sim/joystick/eq_pfc_brake_tog	int	n	???	PFC brak toggle
sim/joystick/eq_pfc_dual_cowl	int	n	???	PFC dual cowl
sim/joystick/fire_key_is_down	int	y	Boolean	True if the fire key is held down
sim/joystick/pfc/last_autopilot_button_input	int	y	???	???
sim/joystick/pfc/autopilot_lites	int	y	???	???
sim/multiplayer/position/plane1_x	double	y	meters	Plane 1 x location
sim/multiplayer/position/plane1_y	double	y	meters	Plane 1 y location
sim/multiplayer/position/plane1_z	double	y	meters	Plane 1 z location
sim/multiplayer/position/plane1_the	float	y	degrees	Plane 1 theta (pitch)
sim/multiplayer/position/plane1_phi	float	y	degrees	Plane 1 phi (heading)
sim/multiplayer/position/plane1_psi	float	y	degrees	Plane 1 psi (roll)
sim/multiplayer/position/plane1_gear_deploy	float[10]	y	ratio	Plane 1 gear deployment for 6 gear. 0 = up, 1 = down
sim/multiplayer/position/plane1_flap_ratio	float	y	ratio	Plane 1 flap lowering 0 = clean, 1 = max flaps
sim/multiplayer/position/plane1_flap_ratio2	float	y	ratio	Plane 1 flap lowering 0 = clean, 1 = max flaps
sim/multiplayer/position/plane1_spoiler_ratio	float	y	ratio	Plane 1 spoiler ratio (0 = clean, 1 = max spoilers)
sim/multiplayer/position/plane1_speedbrake_ratio	float	y	ratio	Plane 1 speed brake ratio (0 = clean, 1 = max speed brakes)
sim/multiplayer/position/plane1_slat_ratio	float	y	ratio	Plane 1 slat deployment ratio 0 = clean, 1 = max slats
sim/multiplayer/position/plane1_wing_sweep	float	y	ratio	Plane 1 wing sweep, 0 = normal, 1 = most sweep
sim/multiplayer/position/plane1_throttle	float[8]	y	ratio	Plane 1 Percent of max throttle per 8 engines (0 = none, 1 = full fwd, -1 = full reverse)
sim/multiplayer/position/plane1_yolk_pitch	float	y	ratio	Plane 1 Commanded pitch (1.0 = max climb, -1.0 = max dive, 0.0 = level.)
sim/multiplayer/position/plane1_yolk_roll	float	y	ratio	Plane 1 Commanded roll (1.0 = max roll right, -1.0 = max roll left, 0.0 = no roll)
sim/multiplayer/position/plane1_yolk_yaw	float	y	ratio	Plane 1 Commanded yaw (1.0 = max yaw right, -1.0 = max yaw left, 0.0 = no yaw)
sim/multiplayer/position/plane2_x	double	y	meters	Plane 2 x location
sim/multiplayer/position/plane2_y	double	y	meters	Plane 2 y location
sim/multiplayer/position/plane2_z	double	y	meters	Plane 2 z location
sim/multiplayer/position/plane2_the	float	y	degrees	Plane 2 theta (pitch)
sim/multiplayer/position/plane2_phi	float	y	degrees	Plane 2 phi (heading)
sim/multiplayer/position/plane2_psi	float	y	degrees	Plane 2 psi (roll)
sim/multiplayer/position/plane2_gear_deploy	float[10]	y	ratio	Plane 2 gear deployment for 6 gear. 0 = up, 1 = down
sim/multiplayer/position/plane2_flap_ratio	float	y	ratio	Plane 2 flap lowering 0 = clean, 1 = max flaps
sim/multiplayer/position/plane2_flap_ratio2	float	y	ratio	Plane 1 flap lowering 0 = clean, 1 = max flaps
sim/multiplayer/position/plane2_spoiler_ratio	float	y	ratio	Plane 2 spoiler ratio (0 = clean, 1 = max spoilers)
sim/multiplayer/position/plane2_speedbrake_ratio	float	y	ratio	Plane 2 speed brake ratio (0 = clean, 1 = max speed brakes)
sim/multiplayer/position/plane2_slat_ratio	float	y	ratio	Plane 2 slat deployment ratio 0 = clean, 1 = max slats
sim/multiplayer/position/plane2_wing_sweep	float	y	ratio	Plane 2 wing sweep, 0 = normal, 1 = most sweep
sim/multiplayer/position/plane2_throttle	float[8]	y	ratio	Plane 2 Percent of max throttle per 8 engines (0 = none, 1 = full fwd, -1 = full reverse)
sim/multiplayer/position/plane2_yolk_pitch	float	y	ratio	Plane 2 Commanded pitch (1.0 = max climb, -1.0 = max dive, 0.0 = level.)
sim/multiplayer/position/plane2_yolk_roll	float	y	ratio	Plane 2 Commanded roll (1.0 = max roll right, -1.0 = max roll left, 0.0 = no roll)
sim/multiplayer/position/plane2_yolk_yaw	float	y	ratio	Plane 2 Commanded yaw (1.0 = max yaw right, -1.0 = max yaw left, 0.0 = no yaw)
sim/multiplayer/position/plane3_x	double	y	meters	Plane 3 x location
sim/multiplayer/position/plane3_y	double	y	meters	Plane 3 y location
sim/multiplayer/position/plane3_z	double	y	meters	Plane 3 z location
sim/multiplayer/position/plane3_the	float	y	degrees	Plane 3 theta (pitch)
sim/multiplayer/position/plane3_phi	float	y	degrees	Plane 3 phi (heading)
sim/multiplayer/position/plane3_psi	float	y	degrees	Plane 3 psi (roll)
sim/multiplayer/position/plane3_gear_deploy	float[10]	y	ratio	Plane 3 gear deployment for 6 gear. 0 = up, 1 = down
sim/multiplayer/position/plane3_flap_ratio	float	y	ratio	Plane 3 flap lowering 0 = clean, 1 = max flaps
sim/multiplayer/position/plane3_flap_ratio2	float	y	ratio	Plane 1 flap lowering 0 = clean, 1 = max flaps
sim/multiplayer/position/plane3_spoiler_ratio	float	y	ratio	Plane 3 spoiler ratio (0 = clean, 1 = max spoilers)
sim/multiplayer/position/plane3_speedbrake_ratio	float	y	ratio	Plane 3 speed brake ratio (0 = clean, 1 = max speed brakes)
sim/multiplayer/position/plane3_slat_ratio	float	y	ratio	Plane 3 slat deployment ratio 0 = clean, 1 = max slats
sim/multiplayer/position/plane3_wing_sweep	float	y	ratio	Plane 3 wing sweep, 0 = normal, 1 = most sweep
sim/multiplayer/position/plane3_throttle	float[8]	y	ratio	Plane 3 Percent of max throttle per 8 engines (0 = none, 1 = full fwd, -1 = full reverse)
sim/multiplayer/position/plane3_yolk_pitch	float	y	ratio	Plane 3 Commanded pitch (1.0 = max climb, -1.0 = max dive, 0.0 = level.)
sim/multiplayer/position/plane3_yolk_roll	float	y	ratio	Plane 3 Commanded roll (1.0 = max roll right, -1.0 = max roll left, 0.0 = no roll)
sim/multiplayer/position/plane3_yolk_yaw	float	y	ratio	Plane 3 Commanded yaw (1.0 = max yaw right, -1.0 = max yaw left, 0.0 = no yaw)
sim/multiplayer/position/plane4_x	double	y	meters	Plane 4 x location
sim/multiplayer/position/plane4_y	double	y	meters	Plane 4 y location
sim/multiplayer/position/plane4_z	double	y	meters	Plane 4 z location
sim/multiplayer/position/plane4_the	float	y	degrees	Plane 4 theta (pitch)
sim/multiplayer/position/plane4_phi	float	y	degrees	Plane 4 phi (heading)
sim/multiplayer/position/plane4_psi	float	y	degrees	Plane 4 psi (roll)
sim/multiplayer/position/plane4_gear_deploy	float[10]	y	ratio	Plane 4 gear deployment for 6 gear. 0 = up, 1 = down
sim/multiplayer/position/plane4_flap_ratio	float	y	ratio	Plane 4 flap lowering 0 = clean, 1 = max flaps
sim/multiplayer/position/plane4_flap_ratio2	float	y	ratio	Plane 1 flap lowering 0 = clean, 1 = max flaps
sim/multiplayer/position/plane4_spoiler_ratio	float	y	ratio	Plane 4 spoiler ratio (0 = clean, 1 = max spoilers)
sim/multiplayer/position/plane4_speedbrake_ratio	float	y	ratio	Plane 4 speed brake ratio (0 = clean, 1 = max speed brakes)
sim/multiplayer/position/plane4_slat_ratio	float	y	ratio	Plane 4 slat deployment ratio 0 = clean, 1 = max slats
sim/multiplayer/position/plane4_wing_sweep	float	y	ratio	Plane 4 wing sweep, 0 = normal, 1 = most sweep
sim/multiplayer/position/plane4_throttle	float[8]	y	ratio	Plane 4 Percent of max throttle per 8 engines (0 = none, 1 = full fwd, -1 = full reverse)
sim/multiplayer/position/plane4_yolk_pitch	float	y	ratio	Plane 4 Commanded pitch (1.0 = max climb, -1.0 = max dive, 0.0 = level.)
sim/multiplayer/position/plane4_yolk_roll	float	y	ratio	Plane 4 Commanded roll (1.0 = max roll right, -1.0 = max roll left, 0.0 = no roll)
sim/multiplayer/position/plane4_yolk_yaw	float	y	ratio	Plane 4 Commanded yaw (1.0 = max yaw right, -1.0 = max yaw left, 0.0 = no yaw)
sim/multiplayer/position/plane5_x	double	y	meters	Plane 5 x location
sim/multiplayer/position/plane5_y	double	y	meters	Plane 5 y location
sim/multiplayer/position/plane5_z	double	y	meters	Plane 5 z location
sim/multiplayer/position/plane5_the	float	y	degrees	Plane 5 theta (pitch)
sim/multiplayer/position/plane5_phi	float	y	degrees	Plane 5 phi (heading)
sim/multiplayer/position/plane5_psi	float	y	degrees	Plane 5 psi (roll)
sim/multiplayer/position/plane5_gear_deploy	float[10]	y	ratio	Plane 5 gear deployment for 6 gear. 0 = up, 1 = down
sim/multiplayer/position/plane5_flap_ratio	float	y	ratio	Plane 5 flap lowering 0 = clean, 1 = max flaps
sim/multiplayer/position/plane5_flap_ratio2	float	y	ratio	Plane 1 flap lowering 0 = clean, 1 = max flaps
sim/multiplayer/position/plane5_spoiler_ratio	float	y	ratio	Plane 5 spoiler ratio (0 = clean, 1 = max spoilers)
sim/multiplayer/position/plane5_speedbrake_ratio	float	y	ratio	Plane 5 speed brake ratio (0 = clean, 1 = max speed brakes)
sim/multiplayer/position/plane5_slat_ratio	float	y	ratio	Plane 5 slat deployment ratio 0 = clean, 1 = max slats
sim/multiplayer/position/plane5_wing_sweep	float	y	ratio	Plane 5 wing sweep, 0 = normal, 1 = most sweep
sim/multiplayer/position/plane5_throttle	float[8]	y	ratio	Plane 5 Percent of max throttle per 8 engines (0 = none, 1 = full fwd, -1 = full reverse)
sim/multiplayer/position/plane5_yolk_pitch	float	y	ratio	Plane 5 Commanded pitch (1.0 = max climb, -1.0 = max dive, 0.0 = level.)
sim/multiplayer/position/plane5_yolk_roll	float	y	ratio	Plane 5 Commanded roll (1.0 = max roll right, -1.0 = max roll left, 0.0 = no roll)
sim/multiplayer/position/plane5_yolk_yaw	float	y	ratio	Plane 5 Commanded yaw (1.0 = max yaw right, -1.0 = max yaw left, 0.0 = no yaw)
sim/multiplayer/position/plane6_x	double	y	meters	Plane 6 x location
sim/multiplayer/position/plane6_y	double	y	meters	Plane 6 y location
sim/multiplayer/position/plane6_z	double	y	meters	Plane 6 z location
sim/multiplayer/position/plane6_the	float	y	degrees	Plane 6 theta (pitch)
sim/multiplayer/position/plane6_phi	float	y	degrees	Plane 6 phi (heading)
sim/multiplayer/position/plane6_psi	float	y	degrees	Plane 6 psi (roll)
sim/multiplayer/position/plane6_gear_deploy	float[10]	y	ratio	Plane 6 gear deployment for 6 gear. 0 = up, 1 = down
sim/multiplayer/position/plane6_flap_ratio	float	y	ratio	Plane 6 flap lowering 0 = clean, 1 = max flaps
sim/multiplayer/position/plane6_flap_ratio2	float	y	ratio	Plane 1 flap lowering 0 = clean, 1 = max flaps
sim/multiplayer/position/plane6_spoiler_ratio	float	y	ratio	Plane 6 spoiler ratio (0 = clean, 1 = max spoilers)
sim/multiplayer/position/plane6_speedbrake_ratio	float	y	ratio	Plane 6 speed brake ratio (0 = clean, 1 = max speed brakes)
sim/multiplayer/position/plane6_slat_ratio	float	y	ratio	Plane 6 slat deployment ratio 0 = clean, 1 = max slats
sim/multiplayer/position/plane6_wing_sweep	float	y	ratio	Plane 6 wing sweep, 0 = normal, 1 = most sweep
sim/multiplayer/position/plane6_throttle	float[8]	y	ratio	Plane 6 Percent of max throttle per 8 engines (0 = none, 1 = full fwd, -1 = full reverse)
sim/multiplayer/position/plane6_yolk_pitch	float	y	ratio	Plane 6 Commanded pitch (1.0 = max climb, -1.0 = max dive, 0.0 = level.)
sim/multiplayer/position/plane6_yolk_roll	float	y	ratio	Plane 6 Commanded roll (1.0 = max roll right, -1.0 = max roll left, 0.0 = no roll)
sim/multiplayer/position/plane6_yolk_yaw	float	y	ratio	Plane 6 Commanded yaw (1.0 = max yaw right, -1.0 = max yaw left, 0.0 = no yaw)
sim/multiplayer/position/plane7_x	double	y	meters	Plane 7 x location
sim/multiplayer/position/plane7_y	double	y	meters	Plane 7 y location
sim/multiplayer/position/plane7_z	double	y	meters	Plane 7 z location
sim/multiplayer/position/plane7_the	float	y	degrees	Plane 7 theta (pitch)
sim/multiplayer/position/plane7_phi	float	y	degrees	Plane 7 phi (heading)
sim/multiplayer/position/plane7_psi	float	y	degrees	Plane 7 psi (roll)
sim/multiplayer/position/plane7_gear_deploy	float[10]	y	ratio	Plane 7 gear deployment for 6 gear. 0 = up, 1 = down
sim/multiplayer/position/plane7_flap_ratio	float	y	ratio	Plane 7 flap lowering 0 = clean, 1 = max flaps
sim/multiplayer/position/plane7_flap_ratio2	float	y	ratio	Plane 1 flap lowering 0 = clean, 1 = max flaps
sim/multiplayer/position/plane7_spoiler_ratio	float	y	ratio	Plane 7 spoiler ratio (0 = clean, 1 = max spoilers)
sim/multiplayer/position/plane7_speedbrake_ratio	float	y	ratio	Plane 7 speed brake ratio (0 = clean, 1 = max speed brakes)
sim/multiplayer/position/plane7_slat_ratio	float	y	ratio	Plane 7 slat deployment ratio 0 = clean, 1 = max slats
sim/multiplayer/position/plane7_wing_sweep	float	y	ratio	Plane 7 wing sweep, 0 = normal, 1 = most sweep
sim/multiplayer/position/plane7_throttle	float[8]	y	ratio	Plane 7 Percent of max throttle per 8 engines (0 = none, 1 = full fwd, -1 = full reverse)
sim/multiplayer/position/plane7_yolk_pitch	float	y	ratio	Plane 7 Commanded pitch (1.0 = max climb, -1.0 = max dive, 0.0 = level.)
sim/multiplayer/position/plane7_yolk_roll	float	y	ratio	Plane 7 Commanded roll (1.0 = max roll right, -1.0 = max roll left, 0.0 = no roll)
sim/multiplayer/position/plane7_yolk_yaw	float	y	ratio	Plane 7 Commanded yaw (1.0 = max yaw right, -1.0 = max yaw left, 0.0 = no yaw)
sim/multiplayer/position/plane8_x	double	y	meters	Plane 8 x location
sim/multiplayer/position/plane8_y	double	y	meters	Plane 8 y location
sim/multiplayer/position/plane8_z	double	y	meters	Plane 8 z location
sim/multiplayer/position/plane8_the	float	y	degrees	Plane 8 theta (pitch)
sim/multiplayer/position/plane8_phi	float	y	degrees	Plane 8 phi (heading)
sim/multiplayer/position/plane8_psi	float	y	degrees	Plane 8 psi (roll)
sim/multiplayer/position/plane8_gear_deploy	float[10]	y	ratio	Plane 8 gear deployment for 6 gear. 0 = up, 1 = down
sim/multiplayer/position/plane8_flap_ratio	float	y	ratio	Plane 8 flap lowering 0 = clean, 1 = max flaps
sim/multiplayer/position/plane8_flap_ratio2	float	y	ratio	Plane 1 flap lowering 0 = clean, 1 = max flaps
sim/multiplayer/position/plane8_spoiler_ratio	float	y	ratio	Plane 8 spoiler ratio (0 = clean, 1 = max spoilers)
sim/multiplayer/position/plane8_speedbrake_ratio	float	y	ratio	Plane 8 speed brake ratio (0 = clean, 1 = max speed brakes)
sim/multiplayer/position/plane8_slat_ratio	float	y	ratio	Plane 8 slat deployment ratio 0 = clean, 1 = max slats
sim/multiplayer/position/plane8_wing_sweep	float	y	ratio	Plane 8 wing sweep, 0 = normal, 1 = most sweep
sim/multiplayer/position/plane8_throttle	float[8]	y	ratio	Plane 8 Percent of max throttle per 8 engines (0 = none, 1 = full fwd, -1 = full reverse)
sim/multiplayer/position/plane8_yolk_pitch	float	y	ratio	Plane 8 Commanded pitch (1.0 = max climb, -1.0 = max dive, 0.0 = level.)
sim/multiplayer/position/plane8_yolk_roll	float	y	ratio	Plane 8 Commanded roll (1.0 = max roll right, -1.0 = max roll left, 0.0 = no roll)
sim/multiplayer/position/plane8_yolk_yaw	float	y	ratio	Plane 8 Commanded yaw (1.0 = max yaw right, -1.0 = max yaw left, 0.0 = no yaw)
sim/multiplayer/position/plane9_x	double	y	meters	Plane 9 x location
sim/multiplayer/position/plane9_y	double	y	meters	Plane 9 y location
sim/multiplayer/position/plane9_z	double	y	meters	Plane 9 z location
sim/multiplayer/position/plane9_the	float	y	degrees	Plane 9 theta (pitch)
sim/multiplayer/position/plane9_phi	float	y	degrees	Plane 9 phi (heading)
sim/multiplayer/position/plane9_psi	float	y	degrees	Plane 9 psi (roll)
sim/multiplayer/position/plane9_gear_deploy	float[10]	y	ratio	Plane 9 gear deployment for 6 gear. 0 = up, 1 = down
sim/multiplayer/position/plane9_flap_ratio	float	y	ratio	Plane 9 flap lowering 0 = clean, 1 = max flaps
sim/multiplayer/position/plane9_flap_ratio2	float	y	ratio	Plane 1 flap lowering 0 = clean, 1 = max flaps
sim/multiplayer/position/plane9_spoiler_ratio	float	y	ratio	Plane 9 spoiler ratio (0 = clean, 1 = max spoilers)
sim/multiplayer/position/plane9_speedbrake_ratio	float	y	ratio	Plane 9 speed brake ratio (0 = clean, 1 = max speed brakes)
sim/multiplayer/position/plane9_slat_ratio	float	y	ratio	Plane 9 slat deployment ratio 0 = clean, 1 = max slats
sim/multiplayer/position/plane9_wing_sweep	float	y	ratio	Plane 9 wing sweep, 0 = normal, 1 = most sweep
sim/multiplayer/position/plane9_throttle	float[8]	y	ratio	Plane 9 Percent of max throttle per 8 engines (0 = none, 1 = full fwd, -1 = full reverse)
sim/multiplayer/position/plane9_yolk_pitch	float	y	ratio	Plane 9 Commanded pitch (1.0 = max climb, -1.0 = max dive, 0.0 = level.)
sim/multiplayer/position/plane9_yolk_roll	float	y	ratio	Plane 9 Commanded roll (1.0 = max roll right, -1.0 = max roll left, 0.0 = no roll)
sim/multiplayer/position/plane9_yolk_yaw	float	y	ratio	Plane 9 Commanded yaw (1.0 = max yaw right, -1.0 = max yaw left, 0.0 = no yaw)
sim/multiplayer/position/plane1_lat	double	y	degs	Plane 1 Lat lon and elevation.  NOTE: your plugin must set the plane's
sim/multiplayer/position/plane1_lon	double	y	degs	position by writing x, y and z.  Also if another plugin is upating plane
sim/multiplayer/position/plane1_el	double	y	meters	position then these will not be accurate unless the plane updates them.
sim/multiplayer/position/plane1_v_x	float	y	m/s	Plane 1 cartesian velocities.  These may not be accurate if another plugin
sim/multiplayer/position/plane1_v_y	float	y	m/s	is controlling the plane andn ot updating this data.  You cannot use these to
sim/multiplayer/position/plane1_v_z	float	y	m/s	manipulate the plane.
sim/multiplayer/position/plane2_lat	double	y	degs	Plane 1 Lat lon and elevation.  NOTE: your plugin must set the plane's
sim/multiplayer/position/plane2_lon	double	y	degs	position by writing x, y and z.  Also if another plugin is upating plane
sim/multiplayer/position/plane2_el	double	y	meters	position then these will not be accurate unless the plane updates them.
sim/multiplayer/position/plane2_v_x	float	y	m/s	Plane 1 cartesian velocities.  These may not be accurate if another plugin
sim/multiplayer/position/plane2_v_y	float	y	m/s	is controlling the plane andn ot updating this data.  You cannot use these to
sim/multiplayer/position/plane2_v_z	float	y	m/s	manipulate the plane.
sim/multiplayer/position/plane3_lat	double	y	degs	Plane 1 Lat lon and elevation.  NOTE: your plugin must set the plane's
